gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,57-CD4-B_S45_L002,58-CD4-B_S49_L002,60-CD4-B_S53_L002,SRR6927754,SRR6927756
ENSMUSG00000019261,Map1s,270058,microtubule-associated protein 1S,1643.6009587197907,0.6385919144359363,0.18770935286710222,3.402025017304587,6.688851451550875e-4,0.005121701962614325,2854,2084,2335,607,1348
ENSMUSG00000101523,Csnk2a1-ps3,100039026,"casein kinase 2, alpha 1 polypeptide, pseudogene 3",118.5854913389463,-2.3376541446026713,0.6880424399840284,-3.3975435362053186,6.799376799180504e-4,0.005202054016201287,43,61,63,168,115
ENSMUSG00000024480,Ap3s1,11777,"adaptor-related protein complex 3, sigma 1 subunit",1083.9225474661669,0.7422487814491572,0.2188283837167288,3.3919218743122053,6.940422666572519e-4,0.005305605537640125,1976,1300,1640,352,912
ENSMUSG00000049339,Retreg2,227298,reticulophagy regulator family member 2,855.1802748857805,-1.7469240035431428,0.5151264708168055,-3.3912526389357334,6.957393525768331e-4,0.00531382489854576,883,593,213,662,1775
ENSMUSG00000072082,Ccnf,12449,cyclin F,170.08770000443084,2.1771542019315824,0.6420298844534218,3.3910480721392826,6.962588740442303e-4,0.00531382489854576,583,159,229,34,44
ENSMUSG00000021707,Dhfr,13361,dihydrofolate reductase,172.7685698999562,1.29756474302531,0.3828815185217599,3.388945875567423,7.016185788584378e-4,0.005350344461712461,375,232,259,40,113
ENSMUSG00000018599,Mief2,237781,mitochondrial elongation factor 2,393.01537062213174,1.1296234686812048,0.33350945697574774,3.3870807710359743,7.064058732481134e-4,0.005382442787081165,768,636,493,125,224
ENSMUSG00000028614,Ndc1,72787,NDC1 transmembrane nucleoporin,256.8457968706703,-1.1735087406413929,0.3468301267694211,-3.3835259686698516,7.156143960751649e-4,0.005448148521550172,266,151,236,172,465
ENSMUSG00000042709,Atpaf2,246782,ATP synthase mitochondrial F1 complex assembly factor 2,342.6905505911276,1.1086756889359983,0.3276958244357527,3.3832463103397363,7.163435476881892e-4,0.005449244095199942,595,501,554,74,280
ENSMUSG00000046229,Scand1,19018,SCAN domain-containing 1,1640.3882852283666,0.7384259243238434,0.21831787883895495,3.3823428857540017,7.187037609821219e-4,0.0054582795420102265,2351,2344,2627,569,1299
ENSMUSG00000091844,Gm8251,102636082,predicted gene 8251,54.627987422363695,-3.0577850605843895,0.9040110596046623,-3.3824642166674432,7.18386362293732e-4,0.0054582795420102265,11,14,27,21,214
ENSMUSG00000067714,Lpar5,381810,lysophosphatidic acid receptor 5,293.11484409659124,1.2843605608056634,0.37999336817851115,3.379955200171556,7.249764585754154e-4,0.005501430974568617,615,315,540,66,199
ENSMUSG00000028670,Lypla2,26394,lysophospholipase 2,3177.0648784966024,1.0492105121879314,0.31065236262893764,3.3774425641216617,7.316323075905835e-4,0.005541739011978861,5446,4277,5405,1185,1554
ENSMUSG00000030019,Fbxl14,101358,F-box and leucine-rich repeat protein 14,3805.279112971108,-0.5926328923888718,0.1754765607866213,-3.3772766558236276,7.320737820571366e-4,0.005541739011978861,4656,3493,3840,2087,5848
ENSMUSG00000033502,Cdc14a,229776,CDC14 cell division cycle 14A,462.03606488571404,0.9019574317255162,0.26709903512637556,3.3768651814813295,7.331697647448069e-4,0.005545526953321606,853,594,706,158,314
ENSMUSG00000025572,Tmc6,217353,transmembrane channel-like gene family 6,360.89595962919935,-1.9129064052246836,0.5665964878607991,-3.3761353030035806,7.351175831636603e-4,0.005555746604575358,427,117,132,357,610
ENSMUSG00000005674,Tomm40l,641376,translocase of outer mitochondrial membrane 40-like,702.3130983716204,0.9411686283540105,0.2788715475393392,3.3749180820293043,7.383766623996649e-4,0.0055728743402634305,1407,822,1088,236,465
ENSMUSG00000024498,Tcerg1,56070,transcription elongation regulator 1 (CA150),893.9340112712599,-1.4493262373498168,0.4294501057993681,-3.3748419613311675,7.385809189007704e-4,0.0055728743402634305,721,662,608,371,2403
ENSMUSG00000059208,Hnrnpm,76936,heterogeneous nuclear ribonucleoprotein M,2981.0173841481833,-1.514289929556333,0.44892475387467645,-3.3731486546163323,7.431382002527807e-4,0.005602720471703353,2518,2194,1749,1129,8458
ENSMUSG00000104960,Snhg8,69895,small nucleolar RNA host gene 8,742.7515577557633,0.8956716720668771,0.2655631941290934,3.3727251813046073,7.442819904617439e-4,0.005606803894166098,1205,1053,1180,190,656
ENSMUSG00000031146,Plp2,18824,proteolipid protein 2,1006.2269511781888,0.8593202573985772,0.25483323558108706,3.372088634510723,7.46004362751916e-4,0.005611791469994701,1887,1295,1476,369,655
ENSMUSG00000050310,Rictor,78757,"RPTOR independent companion of MTOR, complex 2",2459.6058553478597,-0.7798619582621522,0.23127338343203616,-3.372035063824492,7.461494833909826e-4,0.005611791469994701,2957,1922,2401,1336,4268
ENSMUSG00000076469,Trbv13-2,100124675,"T cell receptor beta, variable 13-2",1533.203824333729,-1.022280767530496,0.3031852512357622,-3.371802432221719,7.467799763741887e-4,0.005612000290573099,1589,1086,1450,767,3185
ENSMUSG00000031642,Sh3rf1,59009,SH3 domain containing ring finger 1,405.94391434852156,1.255751348144395,0.3725447576739255,3.370739548141776,7.496669720796585e-4,0.005629152562123952,554,589,831,121,215
ENSMUSG00000027804,Ppid,67738,peptidylprolyl isomerase D (cyclophilin D),497.14687413042384,-1.33923039432595,0.3973530279148103,-3.3703792351950357,7.506480006926733e-4,0.005631977062408929,488,304,386,238,1208
ENSMUSG00000003873,Bax,12028,BCL2-associated X protein,735.2861785637999,0.9838881181576044,0.29207158702286035,3.368653993997012,7.553618789009975e-4,0.005662781364289201,1244,1291,904,210,550
ENSMUSG00000034021,Pds5b,100710,PDS5 cohesin associated factor B,1165.8088021425244,-0.8381261049514152,0.2489830417784731,-3.3661975488961953,7.621210724581708e-4,0.005699686189283557,1157,1051,1131,621,2118
ENSMUSG00000039936,Pik3cd,18707,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",12570.006517013959,0.6980118674704382,0.20734014309249293,3.3665061529308398,7.612688389250881e-4,0.005699686189283557,23637,15199,17751,4720,9486
ENSMUSG00000073147,5031425E22Rik,269630,RIKEN cDNA 5031425E22 gene,512.5457615850352,-1.058638150914669,0.314475494158979,-3.366361355901036,7.616685966961238e-4,0.005699686189283557,643,345,386,332,899
ENSMUSG00000002881,Nab1,17936,Ngfi-A binding protein 1,1065.465967448261,-0.9913780112058201,0.2950685504503383,-3.3598226910077784,7.799250991267989e-4,0.005823482436222634,917,1089,845,610,1993
ENSMUSG00000023032,Slc4a8,59033,"solute carrier family 4 (anion exchanger), member 8",261.4681135404299,1.6427609858453192,0.488939788359608,3.3598431237449073,7.798674218246249e-4,0.005823482436222634,581,286,506,75,84
ENSMUSG00000002699,Lcp2,16822,lymphocyte cytosolic protein 2,4291.8908690844255,0.677844665850924,0.20196130448456712,3.3563096038663263,7.899008802130715e-4,0.005893242865115312,7298,6277,5491,1369,3898
ENSMUSG00000049091,Sephs2,20768,selenophosphate synthetase 2,810.2569817877645,0.7977129854357999,0.23770194272359108,3.355938013360754,7.909629478972304e-4,0.005896441959864782,1390,1173,1119,295,572
ENSMUSG00000038400,Pmepa1,65112,"prostate transmembrane protein, androgen induced 1",102.18271788518933,-1.7527770951035468,0.5224505607305334,-3.3549147552883656,7.938944442372605e-4,0.005913560936234507,75,39,86,81,208
ENSMUSG00000000290,Itgb2,16414,integrin beta 2,3049.820668986557,-3.202142018877794,0.9547406828903141,-3.3539390080077625,7.966992178324075e-4,0.005924973176707305,1171,1309,193,2632,8621
ENSMUSG00000027067,Ssrp1,20833,structure specific recognition protein 1,2384.044829709952,-1.4526922112812595,0.4331052219920697,-3.35413229284005,7.961428935944594e-4,0.005924973176707305,1465,1543,2251,1029,6323
ENSMUSG00000064215,Ifi27,52668,"interferon, alpha-inducible protein 27",570.8509137375293,1.1551452930505808,0.34468611484636846,3.3512962759333824,8.043419689957894e-4,0.005977037568491457,1010,1059,680,132,430
ENSMUSG00000012126,Ubxn11,67586,UBX domain protein 11,340.85081251305354,-1.190342275096466,0.3555586468214376,-3.347808542241018,8.145326185439534e-4,0.006047937170065989,291,216,343,284,488
ENSMUSG00000021131,Erh,13877,ERH mRNA splicing and mitosis factor,346.1796537075374,1.6555497009938256,0.4946081142301865,3.347194785856963,8.163382731576589e-4,0.006054931780473471,560,613,603,106,92
ENSMUSG00000039680,Mrps6,121022,mitochondrial ribosomal protein S6,424.83517491365905,1.2852445831940533,0.3840189636359816,3.346825820852846,8.174255448453607e-4,0.006054931780473471,537,737,786,126,218
ENSMUSG00000049109,Themis,210757,thymocyte selection associated,691.2500029878175,1.5231506499110843,0.4550812207469865,3.3469863850038255,8.169522269416147e-4,0.006054931780473471,1512,1069,982,80,547
ENSMUSG00000020477,Mrps24,64660,mitochondrial ribosomal protein S24,553.2012404208828,0.9261503804563024,0.2769399384453928,3.3442283032749405,8.251180564860484e-4,0.006107054232068042,1010,878,690,165,421
ENSMUSG00000041840,Haus1,225745,"HAUS augmin-like complex, subunit 1",242.8657873534948,-1.0471437553429062,0.31335116219194586,-3.3417580072719484,8.324960585451508e-4,0.006156767911925257,230,208,202,182,364
ENSMUSG00000028998,Tomm7,66169,translocase of outer mitochondrial membrane 7,1141.4809052908438,0.8331949116411039,0.24944179705787672,3.3402377687640774,8.370669063211961e-4,0.006185658702187823,1667,1732,1782,409,788
ENSMUSG00000024772,Ehd1,13660,EH-domain containing 1,744.8608445083177,1.0662904239979452,0.3192989074439297,3.339474076293827,8.393718477941414e-4,0.006197772620786084,1520,1009,1054,264,392
ENSMUSG00000024231,Cul2,71745,cullin 2,209.27210841699636,2.540214525547351,0.7608275696482505,3.3387519418121974,8.415567747724907e-4,0.006208981877897512,335,589,224,43,21
ENSMUSG00000022770,Dlg1,13383,discs large MAGUK scaffold protein 1,222.28104331759664,-2.7166682766968857,0.8140697523020131,-3.3371443528207942,8.464397349858873e-4,0.006240063636146949,97,22,146,89,821
ENSMUSG00000045427,Hnrnph2,56258,heterogeneous nuclear ribonucleoprotein H2,190.4750182808788,2.005244859713907,0.6009916927713288,3.336560028753812,8.482210881108811e-4,0.006243309526798746,213,314,478,45,48
ENSMUSG00000095990,Zfp97,22759,zinc finger protein 97,228.23287372916087,1.3963944065355434,0.41850984061177404,3.336586792067556,8.481394223423132e-4,0.006243309526798746,363,294,484,65,108
ENSMUSG00000023452,Pisd,320951,phosphatidylserine decarboxylase,362.0208846523644,-2.341252155207017,0.7018338750599944,-3.335906456505653,8.502176682483891e-4,0.00625306217145399,356,40,154,306,856
ENSMUSG00000038013,Wipf2,68524,"WAS/WASL interacting protein family, member 2",1940.0947102605933,-0.7312997753877848,0.2192815558911632,-3.3349807849354804,8.530529361517198e-4,0.006268962816502496,2501,1552,1806,1147,3047
ENSMUSG00000019505,Ubb,22187,ubiquitin B,36019.37015273242,0.5468124831000681,0.16399339787325573,3.334356688692302,8.549694457456506e-4,0.006278091884335767,53193,48180,53710,12953,33134
ENSMUSG00000029147,Ppm1g,14208,"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform",781.7223597838481,-4.079870197958734,1.223736950981265,-3.3339437815351185,8.562396180839954e-4,0.006280610990489593,132,60,212,133,3796
ENSMUSG00000054072,Iigp1,60440,interferon inducible GTPase 1,332.6625984185531,-2.4290125633087176,0.7286188836334121,-3.333721672427611,8.569235869217717e-4,0.006280610990489593,72,276,86,175,1065
ENSMUSG00000063568,Jazf1,231986,JAZF zinc finger 1,82.71978114699333,1.933403831017533,0.5799768757460778,3.3335877892207635,8.573361152306167e-4,0.006280610990489593,111,162,161,16,32
ENSMUSG00000017466,Timp2,21858,tissue inhibitor of metalloproteinase 2,314.3229262880614,1.1336599358757886,0.3402191007168313,3.332146647519794,8.617883158749473e-4,0.006293925137482495,531,567,408,83,217
ENSMUSG00000019943,Atp2b1,67972,"ATPase, Ca++ transporting, plasma membrane 1",3437.1690086273293,1.0047646454685646,0.30153876208551683,3.332124329619725,8.618574321007605e-4,0.006293925137482495,8234,4164,4182,1016,2438
ENSMUSG00000024811,Tnks2,74493,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",533.9617656852215,-1.9487654837706725,0.584729759435593,-3.3327626178146073,8.598827469592905e-4,0.006293925137482495,226,220,486,221,1666
ENSMUSG00000069631,Strada,72149,STE20-related kinase adaptor alpha,196.11652482821574,-2.754157794105777,0.8264801889091016,-3.3323942074656143,8.610219929842992e-4,0.006293925137482495,172,49,16,149,557
ENSMUSG00000039195,Bbln,73737,bublin coiled coil protein,512.7777860471538,0.9044511885590023,0.2714922200540079,3.3314073912655027,8.640804525831754e-4,0.0063052140235124975,751,741,870,164,373
ENSMUSG00000020476,Dbnl,13169,drebrin-like,4353.351616768219,0.5213725968523358,0.15661425409795415,3.329023912001293,8.715092163991921e-4,0.006354441905945872,6928,5520,6281,1592,4034
ENSMUSG00000048170,Mcmbp,210711,minichromosome maintenance complex binding protein,1019.9943887386507,-0.9472718827707325,0.2846439937294144,-3.327918043727349,8.749760293341207e-4,0.006374727550179967,1136,723,970,805,1329
ENSMUSG00000030869,Ndufab1,70316,NADH:ubiquinone oxidoreductase subunit AB1,552.3864399194645,1.153333978839876,0.3469797185273698,3.323923322477711,8.876059698081885e-4,0.0064616881820829105,879,942,826,190,271
ENSMUSG00000053768,Chchd3,66075,coiled-coil-helix-coiled-coil-helix domain containing 3,362.821751473559,-3.0068235605287743,0.9051701689921,-3.3218323620594448,8.942840507959177e-4,0.0065052178101256165,153,185,18,123,1454
ENSMUSG00000098702,1500015A07Rik,68982,RIKEN cDNA 1500015A07 gene,83.26240712333414,-1.5734090403709555,0.4740376402064299,-3.3191647812730243,9.028713433962474e-4,0.006562556657581936,64,54,58,57,178
ENSMUSG00000059355,Wdr83os,414077,WD repeat domain 83 opposite strand,180.35882672404003,-2.1301563179848384,0.6418619138281715,-3.3187143092510833,9.043289923762517e-4,0.006568024374426895,157,71,70,73,592
ENSMUSG00000058013,Septin11,52398,septin 11,538.9667057873799,1.0102466504811156,0.30452524676978593,3.317447933126014,9.08438457207314e-4,0.006592728351564537,1162,642,781,172,351
ENSMUSG00000034917,Tjp3,27375,tight junction protein 3,317.933399233408,1.1743912647331427,0.3540489262302334,3.3170310025723717,9.097952036963565e-4,0.006597432353284092,631,405,518,105,163
ENSMUSG00000035181,Heatr5a,320487,HEAT repeat containing 5A,669.8917854230715,-1.1479419678753662,0.34614217915754464,-3.316388573820375,9.118894271718117e-4,0.006607472728713416,716,470,528,606,815
ENSMUSG00000027111,Itga6,16403,integrin alpha 6,1382.1299289356857,-1.2090085799616175,0.36465271452684384,-3.315506869406882,9.147709277502414e-4,0.006618842240402799,1039,891,1480,713,3067
ENSMUSG00000073616,Cops9,66915,COP9 signalosome subunit 9,503.47171650932387,0.9250312251210643,0.27900426090423625,3.3154734702727944,9.148802452366451e-4,0.006618842240402799,763,749,815,173,331
ENSMUSG00000032400,Zwilch,68014,zwilch kinetochore protein,87.16376994810282,1.7477776330430723,0.5272218717290084,3.315070422460449,9.162004011842743e-4,0.006623246844275448,166,144,145,22,31
ENSMUSG00000068335,Dok1,13448,docking protein 1,513.0931787568668,1.0956270033203572,0.3306683510937375,3.3133712364561014,9.217854020618065e-4,0.006658451418617131,784,739,920,176,274
ENSMUSG00000000420,Galnt1,14423,polypeptide N-acetylgalactosaminyltransferase 1,2876.0556528874276,0.6074743184975236,0.18342603821603987,3.3118216170707355,9.269062842360211e-4,0.006690251482574878,4529,4097,3934,969,2654
ENSMUSG00000024349,Sting1,72512,stimulator of interferon response cGAMP interactor 1,4010.9646552779773,0.6240315474401341,0.1884913505480259,3.310664100107535,9.307486067696805e-4,0.006702397739854984,5992,5780,5751,1510,3265
ENSMUSG00000024608,Rps14,20044,ribosomal protein S14,969.739546584955,-2.343499222779929,0.7078360644634573,-3.3107937563993883,9.30317486130831e-4,0.006702397739854984,447,225,729,242,3704
ENSMUSG00000026594,Ralgps2,78255,Ral GEF with PH domain and SH3 binding motif 2,912.6462043203996,-1.0493653987944649,0.3169369879379968,-3.3109590825030337,9.297680280338012e-4,0.006702397739854984,1106,576,773,509,1792
ENSMUSG00000025736,Jmjd8,72106,jumonji domain containing 8,427.0970946590362,-0.8492480847431224,0.25667279304173674,-3.308679796868961,9.37369757593442e-4,0.006739652365214316,466,396,360,264,692
ENSMUSG00000030727,Rabep2,70314,"rabaptin, RAB GTPase binding effector protein 2",1049.621581455247,0.7365341067217495,0.22260149460505999,3.3087563406908376,9.37113541882321e-4,0.006739652365214316,1968,1409,1371,360,843
ENSMUSG00000037343,Taf2,319944,TATA-box binding protein associated factor 2,1067.8188668512187,-0.6984084328679483,0.21121450463391092,-3.306631019865183,9.442518074115482e-4,0.006773442664721823,1320,970,956,635,1633
ENSMUSG00000041258,Zfp236,329002,zinc finger protein 236,2479.7479218463986,-0.8835038851005383,0.2671798792924044,-3.3067755230685716,9.437648764509729e-4,0.006773442664721823,3115,2135,1817,1409,4406
ENSMUSG00000057406,Nsd2,107823,nuclear receptor binding SET domain protein 2,261.2721408567483,1.7391590445330005,0.525915812341215,3.306915296558209,9.432941044825018e-4,0.006773442664721823,695,202,515,48,132
ENSMUSG00000047146,Tet1,52463,tet methylcytosine dioxygenase 1,267.3188521746869,-2.083834750739283,0.6314019777968265,-3.300329780420521,9.657127637617987e-4,0.006922056615385764,89,77,269,272,469
ENSMUSG00000000531,Tamalin,56149,trafficking regulator and scaffold protein tamalin,235.47216209416038,1.473072750568043,0.44644156025869247,3.299586959857556,9.682722351918674e-4,0.006935063678362675,532,242,440,65,105
ENSMUSG00000062210,Tnfaip8,106869,"tumor necrosis factor, alpha-induced protein 8",2022.8196379729015,0.7961649263054235,0.241318129793255,3.299233783170471,9.694913472354347e-4,0.006938458058500486,2891,2814,3435,590,1776
ENSMUSG00000097290,1300002E11Rik,100043489,RIKEN cDNA 1300002E11 gene,536.8973575535096,-1.0258850715582408,0.311128994766546,-3.2972981908292036,9.761979974742707e-4,0.0069810902876213015,486,472,470,284,1078
ENSMUSG00000030534,Vps33b,233405,vacuolar protein sorting 33B,343.75992815503395,1.6838680004077733,0.5109050942773947,3.2958528291626723,9.81234033738697e-4,0.00701171917739141,451,873,414,82,140
ENSMUSG00000024276,Zfp397,69256,zinc finger protein 397,994.0444710723996,-0.7032185858721358,0.2134970182154239,-3.29380987027449,9.883933037435344e-4,0.007057461695671816,1118,994,883,613,1472
ENSMUSG00000004568,Arhgef18,102098,rho/rac guanine nucleotide exchange factor (GEF) 18,8564.46539658556,-0.6960255775618978,0.2113532320691686,-3.2931863437702846,9.905879814157182e-4,0.007065666991112353,11077,7148,7936,5723,11545
ENSMUSG00000025240,Sacm1l,83493,SAC1 suppressor of actin mutations 1-like (yeast),1305.8989928646563,0.6216597061639914,0.18877917435395308,3.293052362854418,9.910601536239644e-4,0.007065666991112353,2080,1678,1979,453,1158
ENSMUSG00000023572,Ccndbp1,17151,cyclin D-type binding-protein 1,172.7968966783283,1.8072489422346127,0.5491495222112761,3.290996111509506,9.98332932519069e-4,0.007112071870455279,496,267,170,38,67
ENSMUSG00000042724,Map3k9,338372,mitogen-activated protein kinase kinase kinase 9,120.91338611611434,-1.8856804253942985,0.5731635906938786,-3.289951518224442,0.0010020464629350273,0.007130217904876154,49,83,82,131,174
ENSMUSG00000084941,Gm11944,100302648,predicted gene 11944,43.88301122347874,-2.568159768127696,0.7806315082761665,-3.2898489759897704,0.0010024116891292972,0.007130217904876154,13,13,29,50,79
ENSMUSG00000044177,Wfikkn2,278507,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2",311.818325295528,1.6627643535510075,0.5063996936342505,3.283501894754199,0.0010252595553383224,0.007287169251721465,634,390,606,95,83
ENSMUSG00000046794,Ppp1r3b,244416,"protein phosphatase 1, regulatory subunit 3B",204.64630213863515,-1.5713613164633027,0.47861022228417416,-3.283175417699936,0.0010264477225877667,0.007290049385976122,96,133,195,173,358
ENSMUSG00000053317,Sec61b,66212,Sec61 beta subunit,1190.226060714888,1.1806086702106913,0.35973315152823765,3.2819012237130947,0.0010310971751572666,0.007317489175220511,2004,1885,1868,433,500
ENSMUSG00000041975,Mettl8,228019,methyltransferase like 8,388.8617975938496,-0.9804434245024831,0.2987932709408364,-3.2813437244261743,0.0010331375774015187,0.007320809728451705,468,309,291,250,657
ENSMUSG00000052146,Rps10,67097,ribosomal protein S10,15656.343829825728,-0.9324929771943856,0.28416825694347875,-3.281481848902846,0.001032631705094726,0.007320809728451705,13124,14167,15637,12668,19370
ENSMUSG00000005687,Bcas2,68183,BCAS2 pre-mRNA processing factor,897.6829432490738,-1.4413992610938853,0.43940303661912794,-3.2803579879291593,0.0010367544399361897,0.007340852159882784,913,430,705,405,2328
ENSMUSG00000049858,Suox,211389,sulfite oxidase,701.1093501455669,-0.7525298859342825,0.22943007682111488,-3.279996661122269,0.0010380831517227689,0.007344674943533968,696,643,731,419,1104
ENSMUSG00000033016,Nfatc1,18018,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1",7192.761914282893,0.8638672666487445,0.26354314193955986,3.2778969708377423,0.0010458356058663503,0.007393906853623073,11459,10435,11111,2802,4229
ENSMUSG00000063229,Ldha,16828,lactate dehydrogenase A,1811.4028236368115,-3.8207163401285325,1.1657786826355003,-3.277394240466774,0.0010476997133479348,0.007401465880866935,478,464,151,371,8492
ENSMUSG00000037972,Snn,20621,stannin,510.3730225032062,-1.1378386467741837,0.34728471806074146,-3.276385592570679,0.001051449021363899,0.00742232133276669,489,343,473,452,640
ENSMUSG00000024194,Cuta,67675,cutA divalent cation tolerance homolog,571.3892891219809,0.9799184473172837,0.29956829467357127,3.271101998244058,0.0010712926428585138,0.007551736230606367,859,805,1005,198,348
ENSMUSG00000042207,Kdm5b,75605,lysine (K)-specific demethylase 5B,921.4316945561048,-1.158840046633682,0.3542691330893054,-3.271072578433068,0.0010714040984460328,0.007551736230606367,801,831,679,848,1094
ENSMUSG00000021737,Psmd6,66413,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6",1064.293442026405,0.8802783928295888,0.2693041193168409,3.268714920004347,0.0010803709313818217,0.007609178322311757,1583,1804,1475,364,737
ENSMUSG00000026972,Arrdc1,215705,arrestin domain containing 1,573.1490322139726,1.2440833103262132,0.3807538170878148,3.2674217683267117,0.0010853185761029113,0.007638247363638856,1031,1153,607,142,375
ENSMUSG00000053293,Pom121,107939,nuclear pore membrane protein 121,3027.551475544946,-0.720833231415789,0.22071743765941826,-3.2658644421565044,0.0010913047752179955,0.007674576104270963,3601,3027,2463,1767,4779
ENSMUSG00000025915,Sgk3,170755,serum/glucocorticoid regulated kinase 3,393.4663202680967,-1.127807434154458,0.34553223480583684,-3.2639716951103015,0.0010986214035261198,0.007720199160929585,299,351,344,326,544
ENSMUSG00000015745,Plekho1,67220,"pleckstrin homology domain containing, family O member 1",390.0408429767185,0.9499286375142637,0.2911269548510864,3.262936054822403,0.0011026439639919463,0.007742622887427611,707,480,646,130,259
ENSMUSG00000034300,Fam53c,66306,"family with sequence similarity 53, member C",996.8645294764048,0.8769006495965032,0.2691551932482481,3.2579741041359633,0.001122106455296331,0.007873348308413065,1571,1715,1277,305,778
ENSMUSG00000031198,Fundc2,67391,FUN14 domain containing 2,667.5370218144636,1.0901042248967927,0.33467284749740767,3.257223384114651,0.0011250785496046284,0.007888257812777631,1017,995,1161,237,339
ENSMUSG00000032383,Ppib,19035,peptidylprolyl isomerase B,4694.361271780936,0.5210524433069663,0.1600019928109851,3.256537210274002,0.0011278014706242357,0.00790139916702954,7218,6022,6916,1758,4252
ENSMUSG00000036093,Arl5a,75423,ADP-ribosylation factor-like 5A,2044.9098716703065,1.017293634837691,0.3124624621492178,3.255730713508486,0.0011310096532151197,0.007917917955703744,2544,2871,4146,588,1471
ENSMUSG00000030216,Wbp11,60321,WW domain binding protein 11,2901.581785635076,-0.5283398819537216,0.16237347908130637,-3.2538557709240337,0.0011385006647823468,0.007959580895070695,3424,2810,3079,1618,4209
ENSMUSG00000031349,Nsdhl,18194,NAD(P) dependent steroid dehydrogenase-like,427.17869834298193,0.8905902362229817,0.27370661236110067,3.2538133753525385,0.0011386705780511402,0.007959580895070695,792,567,632,117,360
ENSMUSG00000028572,Hook1,77963,hook microtubule tethering protein 1,162.285547040643,-1.852458210857159,0.5695270721361332,-3.252625382510998,0.0011434413661991808,0.007986933653923911,81,64,154,98,418
ENSMUSG00000062997,Rpl35,66489,ribosomal protein L35,12823.70269010036,0.6952311089525687,0.21376046564662474,3.252383956263834,0.0011444131512793666,0.007987729274034619,17712,19579,19290,4187,11235
ENSMUSG00000024283,Wac,225131,WW domain containing adaptor with coiled-coil,1265.5445886056032,-1.092357293298914,0.3359756658927517,-3.2512988415286315,0.0011487903715539766,0.00801227501838133,1256,1099,935,605,2783
ENSMUSG00000026196,Bard1,12021,BRCA1 associated RING domain 1,177.90697071910233,1.405197177002031,0.4323451178129342,3.25017473103519,0.0011533412107454148,0.00803799402189413,363,253,281,55,74
ENSMUSG00000040524,Zfp609,214812,zinc finger protein 609,921.383716420735,-0.7739921871912716,0.23819924639568155,-3.2493477578244083,0.0011566997534067666,0.008055371281952434,1056,909,745,583,1393
ENSMUSG00000029464,Gpn3,68080,GPN-loop GTPase 3,202.04963202661992,-1.0840236537108339,0.33366364467193793,-3.2488515636057946,0.00115871925725717,0.00806340433805793,175,176,173,132,356
ENSMUSG00000024251,Thada,240174,thyroid adenoma associated,1077.4488025024893,-0.6161469336666475,0.18972705279887717,-3.2475439036087423,0.0011640570361387606,0.008094499674001493,1221,1048,1082,624,1600
ENSMUSG00000036270,Edc4,234699,enhancer of mRNA decapping 4,533.1547626399583,1.229315575006343,0.37871206679771613,3.2460427928824487,0.001170212478438993,0.008131230139362287,807,1047,716,170,265
ENSMUSG00000037552,Plekhg2,101497,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2",4753.4871164538345,-0.5667129025166596,0.17469881011550895,-3.243942543981583,0.0011788752336937785,0.008185314914931224,6061,4358,4714,2901,6470
ENSMUSG00000038256,Bcl9,77578,B cell CLL/lymphoma 9,337.3537070638902,-2.801900169103573,0.8639264072624385,-3.2432162572528336,0.001181884661829546,0.008200095444333012,276,101,17,211,1078
ENSMUSG00000091955,Tmsb10b,100043712,thymosin beta 10b,153.31779318663564,-3.75270665986837,1.1574846326687942,-3.2421222312177167,0.0011864312494992996,0.008225511067824258,35,47,13,316,20
ENSMUSG00000053470,Kdm3a,104263,lysine (K)-specific demethylase 3A,1451.0097298679184,-1.0262401410248794,0.3167580434691156,-3.239823462051846,0.0011960372442523027,0.008285939569369934,1728,1246,929,1158,1969
ENSMUSG00000030532,Hddc3,68695,HD domain containing 3,172.25174269126327,-2.083563575589298,0.643385429224485,-3.238437616003761,0.0012018630200787285,0.008320108981377725,59,96,123,75,546
ENSMUSG00000021708,Rasgrf2,19418,RAS protein-specific guanine nucleotide-releasing factor 2,209.52693883242253,-1.4517165769271936,0.4485747259026838,-3.236287051183835,0.00121095541942984,0.008376824599042525,181,112,176,208,270
ENSMUSG00000038679,Trps1,83925,transcriptional repressor GATA binding 1,479.3155846723941,0.7870034335325605,0.24323232107315454,3.2356038459866583,0.001213857223416642,0.008390664147908206,793,663,721,146,408
ENSMUSG00000021767,Kat6b,54169,K(lysine) acetyltransferase 6B,1188.5719623374123,-0.7224354823907329,0.2233083286895752,-3.235147952743863,0.0012157971280031936,0.00839399185246796,1314,1056,1198,637,2014
ENSMUSG00000040669,Phc1,13619,polyhomeotic 1,769.7986231293255,-0.8607155550570711,0.2660580261406801,-3.235067054891107,0.0012161416613660485,0.00839399185246796,803,783,597,466,1280
