gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,61-CD8_S58_L002,62-CD8_S60_L002,63-CD8_S62_L002,57-CD8-D_S48_L002,58-CD8-D_S52_L002,60-CD8-D_S56_L002
ENSMUSG00000023845,Lnpep,240028,leucyl/cystinyl aminopeptidase,6034.8596536664745,-0.19467631662092214,0.12613843715080797,-1.5433544367461283,0.12274480229150875,0.6192824661901484,6929,6596,8339,4443,4676,6312
ENSMUSG00000030720,Cln3,12752,"ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)",671.3882003958463,-0.46376623426354724,0.3002909381081212,-1.5443897081455251,0.12249395179905544,0.6192824661901484,894,759,991,295,523,749
ENSMUSG00000066233,Tmem42,66079,transmembrane protein 42,286.8038933502304,-0.45224358180215307,0.29302162680785426,-1.5433795338891723,0.12273871640843828,0.6192824661901484,355,392,370,210,209,241
ENSMUSG00000085793,Lin52,217708,lin-52 DREAM MuvB core complex component,317.46875191194215,0.6532601577982768,0.42312415066204956,1.5438971204459506,0.12261325781255364,0.6192824661901484,298,205,339,500,327,204
ENSMUSG00000080893,Ndufa12-ps,112590811,"NADH:ubiquinone oxidoreductase subunit A12, pseudogene",136.66574264143057,0.7839094335132272,0.5083487251755198,1.5420702259901673,0.12305652925399774,0.6201150652838349,127,93,121,75,196,208
ENSMUSG00000022339,Ebag9,55960,estrogen receptor-binding fragment-associated gene 9,550.0862422465594,0.363811157272027,0.2360186734066426,1.5414507336256715,0.12320712459167221,0.6202026138363615,499,556,570,447,612,635
ENSMUSG00000039988,Ankrd13c,433667,ankyrin repeat domain 13c,831.3381856420389,0.442858955499453,0.2873400498424952,1.5412364400375271,0.12325925172496116,0.6202026138363615,894,866,600,933,605,1078
ENSMUSG00000095463,Entpd4,67464,ectonucleoside triphosphate diphosphohydrolase 4,813.4843615824469,-0.3288920677597501,0.21340568328906664,-1.541158898351608,0.12327811806142581,0.6202026138363615,1058,1005,994,537,601,844
ENSMUSG00000027333,Smox,228608,spermine oxidase,90.56038474620406,1.0246376372798138,0.6650225569381302,1.540756214341674,0.12337612964989238,0.620277113288044,40,57,108,129,47,157
ENSMUSG00000029610,Aimp2,231872,aminoacyl tRNA synthetase complex-interacting multifunctional protein 2,157.63315502228988,0.9116778872708117,0.5917915995940726,1.54053874353093,0.12342908642204191,0.620277113288044,84,219,55,184,166,211
ENSMUSG00000022216,Psme1,19186,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",11404.18178948282,-0.1773774403493654,0.11522219243951692,-1.5394381637241918,0.12369736312319675,0.6203088827168954,13589,13755,13490,8824,10521,9768
ENSMUSG00000028443,Nudt2,66401,nudix hydrolase 2,132.99157886835695,-0.6664128901290038,0.4326982765116327,-1.5401329894390925,0.12352793989246294,0.6203088827168954,190,145,221,99,75,106
ENSMUSG00000047434,Xxylt1,268880,xyloside xylosyltransferase 1,222.16915582245898,-0.6451899824215397,0.4191190187483855,-1.539395621673933,0.12370774227819109,0.6203088827168954,303,247,374,84,172,225
ENSMUSG00000117310,Ptp4a1,19243,protein tyrosine phosphatase 4a1,1054.8060641618833,0.614922914393506,0.3994217289644399,1.539532954273131,0.12367423913649253,0.6203088827168954,847,863,1121,389,1839,1295
ENSMUSG00000023132,Gzma,14938,granzyme A,191.72581665214705,1.035174489015372,0.6728707424464918,1.5384447914194923,0.12393989758017158,0.6203353522461166,160,87,184,432,183,56
ENSMUSG00000030471,Zdhhc13,243983,"zinc finger, DHHC domain containing 13",602.4729841956411,-0.35471861210743144,0.23059749683624434,-1.5382587277577,0.12398536674790672,0.6203353522461166,682,797,804,385,506,557
ENSMUSG00000050229,Pigm,67556,"phosphatidylinositol glycan anchor biosynthesis, class M",1350.4735496978847,-0.3865692292352558,0.2512320840079549,-1.538693717252354,0.12387908686755555,0.6203353522461166,1629,1403,2189,667,1097,1476
ENSMUSG00000051234,Rnf7,19823,ring finger protein 7,758.3146495892696,-0.3877758289755347,0.25202561032373316,-1.5386366031508742,0.12389303735510201,0.6203353522461166,965,785,1179,438,748,608
ENSMUSG00000079562,Maea,59003,macrophage erythroblast attacher,1909.8046161494885,0.23890779418114913,0.15540680393712641,1.5373058844824135,0.12421842115299733,0.6211602827250047,1758,2013,2152,1754,1995,1870
ENSMUSG00000006360,Crip1,12925,cysteine-rich protein 1 (intestinal),300.86265469709633,0.4817635258643579,0.3134576046038772,1.5369336037425931,0.12430956949834945,0.6212750892481963,337,211,306,317,278,361
ENSMUSG00000002985,Apoe,11816,apolipoprotein E,233.18665495111915,0.7939416326531162,0.5167763471968375,1.536335083754729,0.12445621909360989,0.6214167580382494,189,197,189,446,206,127
ENSMUSG00000039917,Rhbdd2,215160,rhomboid domain containing 2,545.3912940497154,-0.38013332112989034,0.2474405495116339,-1.5362612226660028,0.1244743259159044,0.6214167580382494,675,633,785,337,398,570
ENSMUSG00000028495,Rps6,20104,ribosomal protein S6,28928.482205720793,-0.14150853893125975,0.09216256586205254,-1.5354231689151046,0.12467991620537056,0.6219575034076434,33160,32282,37334,22723,26469,25686
ENSMUSG00000054499,Dedd2,67379,death effector domain-containing DNA binding protein 2,2753.191626469658,0.22972090501069228,0.14964484932510375,1.5351073294318547,0.12475746622017046,0.6219575034076434,2676,3021,2845,2341,2953,2804
ENSMUSG00000060261,Gtf2i,14886,general transcription factor II I,8406.065665949083,0.17197566912114104,0.11203733815911347,1.5349853178134614,0.12478743455484273,0.6219575034076434,8827,9154,8667,7505,8210,8538
ENSMUSG00000022698,Naa50,72117,"N(alpha)-acetyltransferase 50, NatE catalytic subunit",1321.775544255125,-0.35970568036126926,0.23452834729067454,-1.5337407375981287,0.1250934474860688,0.6226546268180442,1795,1693,1514,724,1330,1114
ENSMUSG00000051627,H1f4,50709,"H1.4 linker histone, cluster member",189.33203314015367,-0.7151301376735327,0.466313357434256,-1.5335827856364945,0.12513232594707924,0.6226546268180442,337,137,334,96,167,128
ENSMUSG00000056209,Npm3,18150,nucleoplasmin 3,2375.1476171803074,-0.2546433964274443,0.1660266968623741,-1.533749699534937,0.12509124186790743,0.6226546268180442,3240,2806,2666,1680,2207,2014
ENSMUSG00000021276,Cinp,67236,cyclin-dependent kinase 2 interacting protein,365.5410154302049,-0.45424240719474196,0.29631943017942597,-1.5329484364885935,0.1252885601937606,0.6230917423173324,389,454,593,256,321,260
ENSMUSG00000113035,5830428M24Rik,76062,RIKEN cDNA 5830428M24 gene,123.86243818531334,-0.8189621110760142,0.5343746398267822,-1.5325617086572094,0.12538388220644656,0.6232256141750872,182,142,215,38,85,127
ENSMUSG00000019960,Dusp6,67603,dual specificity phosphatase 6,1829.622829088281,0.3851392921066426,0.25147934134527994,1.5314947543856026,0.1256471618770666,0.6238535650473863,1648,1583,2166,1133,2540,2009
ENSMUSG00000036398,Ppp1r11,76497,"protein phosphatase 1, regulatory inhibitor subunit 11",482.4295664871019,-0.4007899370825293,0.26168805835127346,-1.5315560809600808,0.12563201738570684,0.6238535650473863,531,669,652,302,426,408
ENSMUSG00000022389,Tef,21685,thyrotroph embryonic factor,506.6388002233562,-0.7683083580450476,0.5020441792055353,-1.530360055684471,0.12592763048185662,0.6249055780611088,616,669,885,493,84,441
ENSMUSG00000004933,Matk,17179,megakaryocyte-associated tyrosine kinase,805.2469639900886,-0.43872236632699313,0.2868699747674999,-1.5293422278945898,0.12617962629298154,0.6256577318750135,969,1169,977,372,670,850
ENSMUSG00000029557,Mrm2,68017,mitochondrial rRNA methyltransferase 2,151.36355282255354,-0.6192629817428069,0.4049605756651731,-1.5291932572093685,0.12621654167339202,0.6256577318750135,202,215,201,102,88,137
ENSMUSG00000021451,Sema4d,20354,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",1563.6201708031838,-1.4138752514327708,0.9248447205219507,-1.5287704195735994,0.12632136792068807,0.6258368586869978,2593,2425,2674,91,1397,879
ENSMUSG00000034163,Zfc3h1,216345,"zinc finger, C3H1-type containing",1477.1941626385121,-0.30785801322483475,0.20155693651983236,-1.5273997439157485,0.12666164009889527,0.627087563484239,1788,1679,2077,1147,901,1574
ENSMUSG00000056211,R3hdm1,226412,R3H domain containing 1,795.9306056367988,0.31985221586354073,0.20947508956126445,1.5269224447329555,0.12678029765535817,0.627087563484239,714,711,984,739,717,962
ENSMUSG00000071657,Bscl2,14705,Berardinelli-Seip congenital lipodystrophy 2 (seipin),601.3370092076967,-0.5660822404568754,0.37072596084366294,-1.5269560274889817,0.12677194608445105,0.627087563484239,884,695,855,224,702,399
ENSMUSG00000025921,Rdh10,98711,retinol dehydrogenase 10 (all-trans),197.56902373835035,0.6997288086879508,0.45882928764467845,1.52503082852424,0.1272514084867711,0.6274126324007041,136,194,177,175,333,152
ENSMUSG00000028923,Necap2,66147,NECAP endocytosis associated 2,201.42964546227466,-0.9493921144425093,0.6221617073976999,-1.525957163795097,0.12702053290431797,0.6274126324007041,440,291,155,92,226,50
ENSMUSG00000031143,Ccdc22,54638,coiled-coil domain containing 22,881.9334037991684,0.3377669760850321,0.22148659959280576,1.5249996013573874,0.12725919708884878,0.6274126324007041,920,877,830,667,905,1137
ENSMUSG00000033751,Gadd45gip1,102060,"growth arrest and DNA-damage-inducible, gamma interacting protein 1",1158.3950944034493,0.3285968840851389,0.2153098770839329,1.5261579660697313,0.1269705288784544,0.6274126324007041,1393,1084,982,1106,1273,1121
ENSMUSG00000054823,Nsd3,234135,nuclear receptor binding SET domain protein 3,8560.067758375468,0.14588057733360701,0.09565167016359304,1.5251231586872187,0.12722838189733654,0.6274126324007041,9272,8292,9987,7190,8277,9088
ENSMUSG00000062646,Ganc,76051,"glucosidase, alpha; neutral C",780.3878660685456,-0.3555833577344482,0.2331416257044484,-1.525181771637889,0.12721376586107658,0.6274126324007041,967,918,1083,732,502,618
ENSMUSG00000013707,Tnfaip8l2,69769,"tumor necrosis factor, alpha-induced protein 8-like 2",1601.6505527484305,-0.30401181823487766,0.19948269786994255,-1.5240009358259499,0.12750847741900842,0.6274178862154939,2252,2052,1640,1335,1167,1396
ENSMUSG00000022771,Ppil2,66053,peptidylprolyl isomerase (cyclophilin)-like 2,669.4816283201651,0.6268952375934943,0.4113845676827246,1.523866685434296,0.1275420170639255,0.6274178862154939,298,390,1141,776,643,790
ENSMUSG00000027775,Mfsd1,66868,major facilitator superfamily domain containing 1,174.95752826004795,0.9651640431878789,0.6336982998689618,1.5230655398435797,0.12774230917898596,0.6274178862154939,282,52,67,197,192,243
ENSMUSG00000031353,Rbbp7,245688,"retinoblastoma binding protein 7, chromatin remodeling factor",2442.227655848983,-0.2479712969912754,0.16269486553801538,-1.524149494031416,0.12747137126412636,0.6274178862154939,3085,3163,2667,1810,1904,2394
ENSMUSG00000036854,Hspb6,243912,"heat shock protein, alpha-crystallin-related, B6",50.15791147840772,-1.1668164978456432,0.7659599803171402,-1.523338722425852,0.12767398411580783,0.6274178862154939,111,64,59,23,15,48
ENSMUSG00000039205,Ciz1,68379,CDKN1A interacting zinc finger protein 1,2482.510996745398,0.20688384109506644,0.13581491831204626,1.5232777346280424,0.12768923516768566,0.6274178862154939,2704,2262,2854,2448,2227,2558
ENSMUSG00000059439,Bcas3,192197,BCAS3 microtubule associated cell migration factor,473.73283103559663,-0.5545844385120522,0.3639198583035,-1.5239191427952874,0.12752891087561638,0.6274178862154939,409,747,747,270,257,537
ENSMUSG00000074403,H3c13,319154,H3 clustered histone 13,80.25127484488561,-1.0467349557374468,0.6875048782519675,-1.5225127687804174,0.12788064845434477,0.6277589375363875,142,119,103,49,16,80
ENSMUSG00000022508,Bcl6,12053,B cell leukemia/lymphoma 6,263.257012317787,0.5099847236865764,0.335041176667736,1.5221553623909754,0.1279701567787328,0.6278600422245744,253,180,309,283,234,327
ENSMUSG00000026755,Arpc5l,74192,"actin related protein 2/3 complex, subunit 5-like",2114.7545402259075,-0.19670194429943783,0.12936391898644775,-1.5205317359011399,0.128377388838673,0.6287972353171817,2544,2368,2737,1757,1679,1929
ENSMUSG00000027288,Zfp106,20402,zinc finger protein 106,335.63790034439467,0.6412373959255933,0.4216614985019965,1.5207397360291766,0.12832516281939857,0.6287972353171817,266,279,345,156,452,530
ENSMUSG00000033249,Hsf4,26386,heat shock transcription factor 4,40.86363038405951,1.1860775621730044,0.7801635601994028,1.520293464962467,0.12843723575077107,0.6287972353171817,29,36,18,51,62,40
ENSMUSG00000048285,Frmd6,319710,FERM domain containing 6,442.9431055522798,0.4136458096690043,0.27203580343867145,1.5205565019027278,0.128371169564251,0.6287972353171817,442,319,536,446,485,442
ENSMUSG00000052488,Cherp,27967,calcium homeostasis endoplasmic reticulum protein,2922.7185748244146,0.2220659142780908,0.14615791254058114,1.5193560883433772,0.12867288869852525,0.6296126148938043,3035,2884,3211,2810,2368,3421
ENSMUSG00000025184,R3hcc1l,52013,R3H domain and coiled-coil containing 1 like,156.79468993665958,0.6687181845414601,0.440460283497148,1.5182258414583936,0.1289574751529833,0.6306664284051696,178,127,102,180,140,205
ENSMUSG00000102644,Thap6,381650,THAP domain containing 6,129.5522008970571,-0.6572532301520293,0.4330171072142469,-1.5178458753751627,0.12905325709931487,0.6307962582788936,214,142,182,76,95,104
ENSMUSG00000003039,Fam32a,67922,"family with sequence similarity 32, member A",183.56189944853136,0.7734539991608661,0.5101719367842072,1.5160653563898832,0.1295028272090681,0.6314455528996307,69,197,191,229,146,257
ENSMUSG00000003559,As3mt,57344,arsenite methyltransferase,516.1992358041618,-0.3591194525472436,0.23702285682067312,-1.5151258294846492,0.1297405416560321,0.6314455528996307,659,587,721,407,441,377
ENSMUSG00000020265,Sumo3,20610,small ubiquitin-like modifier 3,1354.1905016546982,-0.28141613940392735,0.1856730549333771,-1.5156541669705634,0.12960682266763288,0.6314455528996307,1584,1801,1617,982,1243,1100
ENSMUSG00000028234,Rps20,67427,ribosomal protein S20,26907.10348390461,-0.14252811882027297,0.09397120513443652,-1.5167211979070636,0.12933708998356147,0.6314455528996307,32166,30779,32468,22691,23230,23577
ENSMUSG00000029863,Casp2,12366,caspase 2,80.57016198086696,-1.2410287292529394,0.8183095220874959,-1.51657618022957,0.1293737231008124,0.6314455528996307,94,61,240,25,15,96
ENSMUSG00000035933,Cog5,238123,component of oligomeric golgi complex 5,1280.2113844979558,-0.31779183907015146,0.20966432280760225,-1.5157172894969453,0.12959085390090433,0.6314455528996307,1493,1490,1837,750,1004,1390
ENSMUSG00000042997,Nhlrc3,212114,NHL repeat containing 3,198.9481113340416,2.4294994173545286,1.6024426048327047,1.5161225806325642,0.12948835954899765,0.6314455528996307,40,14,167,786,14,59
ENSMUSG00000049106,Dcaf5,320808,DDB1 and CUL4 associated factor 5,2530.826242830674,0.18929392523936173,0.1249190644210689,1.5153325564567335,0.1296882075729357,0.6314455528996307,2700,2490,2815,2193,2579,2575
ENSMUSG00000020189,Osbpl8,237542,oxysterol binding protein-like 8,2038.73577033449,-0.25739112954049,0.169916329989813,-1.5148110223185811,0.1298202683345981,0.6314962438849564,2259,2492,2762,1306,1706,2090
ENSMUSG00000036372,Tmem258,69038,transmembrane protein 258,51.31642977869268,-1.314433157336329,0.8684236662691791,-1.5135851409753076,0.1301310921187836,0.6324666147836355,62,88,98,11,11,62
ENSMUSG00000049091,Sephs2,20768,selenophosphate synthetase 2,1072.0058110604932,-0.2761282975435691,0.1824793030166138,-1.5132033769245,0.13022800673187357,0.6324666147836355,1403,1184,1391,719,973,957
ENSMUSG00000091955,Tmsb10b,100043712,thymosin beta 10b,31.544817946389358,-1.317917716935218,0.8708559717595896,-1.5133589935340597,0.13018849514264114,0.6324666147836355,66,30,58,13,12,25
ENSMUSG00000003549,Ercc1,13870,"excision repair cross-complementing rodent repair deficiency, complementation group 1",459.6383377790638,-0.37118371023058483,0.2459994812922778,-1.5088800524321946,0.1313294383225157,0.632579860944845,644,533,576,330,328,439
ENSMUSG00000005198,Polr2a,20020,polymerase (RNA) II (DNA directed) polypeptide A,447.4390726568456,-2.3872987224866757,1.5824121132455893,-1.5086453791043297,0.1313894308874578,0.632579860944845,1687,17,893,55,307,22
ENSMUSG00000022800,Fyttd1,69823,forty-two-three domain containing 1,374.43788288515907,-0.6011091583963627,0.39779187577003755,-1.5111147185516236,0.1307592253253769,0.632579860944845,517,389,635,127,294,408
ENSMUSG00000025357,Dgka,13139,"diacylglycerol kinase, alpha",25770.315783544997,0.15004364747062182,0.09939809643127565,1.5095223435628142,0.13116534977324557,0.632579860944845,25660,27214,29765,22475,22895,28734
ENSMUSG00000025937,Lactb2,212442,"lactamase, beta 2",356.28614403508425,-0.4501231435251981,0.2977311916634004,-1.5118440933595034,0.1305735292343591,0.632579860944845,491,332,583,276,254,289
ENSMUSG00000029056,Pank4,269614,pantothenate kinase 4,827.9150411385336,0.34113317136118193,0.2257689274016276,1.5109837092609701,0.130792601490513,0.632579860944845,785,665,1042,758,716,1064
ENSMUSG00000030287,Itpr2,16439,"inositol 1,4,5-triphosphate receptor 2",201.1626374455457,0.9855663443006576,0.651814727438898,1.5120344828247931,0.13052509047844507,0.632579860944845,274,67,118,378,237,88
ENSMUSG00000030816,Rnf40,233900,ring finger protein 40,4391.357158715965,0.19309733966006049,0.12797469771865885,1.5088712308160168,0.13133169312164203,0.632579860944845,4406,4564,4883,4421,3801,4509
ENSMUSG00000031683,Lsm6,78651,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",1021.6163945087042,-0.3329384937887705,0.22022636512109145,-1.5118012487092738,0.13058443166263026,0.632579860944845,1443,1126,1286,731,995,725
ENSMUSG00000032021,Crtam,54698,cytotoxic and regulatory T cell molecule,611.7659915780997,-0.4403693769553466,0.29173106305029833,-1.509504583951079,0.13116988475052865,0.632579860944845,642,716,1043,330,437,669
ENSMUSG00000032202,Rab27a,11891,"RAB27A, member RAS oncogene family",1845.0194937197502,0.27233581012960756,0.18028004943556056,1.5106264447023656,0.13088365243976266,0.632579860944845,2192,1457,2032,1667,2006,1815
ENSMUSG00000032293,Ireb2,64602,iron responsive element binding protein 2,1391.5574307772572,-0.21874187964609046,0.14474619569106295,-1.5112098705029815,0.1307349883831037,0.632579860944845,1666,1554,1853,1093,1130,1284
ENSMUSG00000052423,B4galt3,57370,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",489.84360106821737,0.6194632677120336,0.4103698802572508,1.5095242061227967,0.13116487416926054,0.632579860944845,176,550,580,464,538,621
ENSMUSG00000054715,Zscan22,232878,zinc finger and SCAN domain containing 22,293.20283515328146,0.46839486288430604,0.31027667781392293,1.5096038354684482,0.1311445420966641,0.632579860944845,292,280,257,239,312,384
ENSMUSG00000066640,Fbxl18,231863,F-box and leucine-rich repeat protein 18,276.2623766870342,0.6683513881472347,0.4430627171838735,1.5084803171779066,0.13143164051899808,0.632579860944845,107,275,343,304,317,299
ENSMUSG00000068250,Amn1,232566,antagonist of mitotic exit network 1,121.68586058822407,-0.7932672038502552,0.5256928724919433,-1.508993645072509,0.13130040680184188,0.632579860944845,200,192,124,103,51,87
ENSMUSG00000073102,Drc1,381738,dynein regulatory complex subunit 1,496.4373689214166,0.47439596714711424,0.3138490790231763,1.511541689475795,0.13065049528627645,0.632579860944845,500,471,429,328,511,762
ENSMUSG00000024174,Pot1b,72836,protection of telomeres 1B,354.9439087378867,0.5456741936863894,0.36201475097160496,1.5073258540483891,0.13172715373269656,0.6329989966553788,203,366,408,443,305,393
ENSMUSG00000026504,Sdccag8,76816,serologically defined colon cancer antigen 8,110.63696562152943,0.8759939639964704,0.5811500956262988,1.5073454699382296,0.13172212826666446,0.6329989966553788,127,58,80,63,159,175
ENSMUSG00000032218,Ccnb2,12442,cyclin B2,411.1426226171251,-0.49498887475671266,0.3282843249065348,-1.50780539064008,0.13160434209136881,0.6329989966553788,683,410,539,384,260,275
ENSMUSG00000002728,Naa20,67877,"N(alpha)-acetyltransferase 20, NatB catalytic subunit",697.8014182864645,-0.3066583203814068,0.20360125947941313,-1.5061710382612545,0.13202327213926396,0.6333210964133672,907,786,921,558,494,650
ENSMUSG00000024099,Ndufv2,72900,NADH:ubiquinone oxidoreductase core subunit V2,851.5452169020211,-0.36204756692899237,0.24051754841822287,-1.5052854534316455,0.1322507034278939,0.6333210964133672,871,1104,1269,723,712,576
ENSMUSG00000024191,Bnip1,224630,BCL2/adenovirus E1B interacting protein 1,155.8654836510367,-0.8912523866760212,0.5919546202778265,-1.5056093087975613,0.13216749740307723,0.6333210964133672,229,311,131,113,40,147
ENSMUSG00000024300,Myo1f,17916,myosin IF,164.65780522613255,0.7426823883286907,0.49344151214616727,1.5051072316523975,0.13229651008168275,0.6333210964133672,131,106,184,277,132,141
ENSMUSG00000025915,Sgk3,170755,serum/glucocorticoid regulated kinase 3,367.53445948590473,-0.5537821464140199,0.3675789839902736,-1.5065663994236225,0.13192183543716282,0.6333210964133672,316,514,656,228,206,388
ENSMUSG00000033739,Fkbpl,56299,FK506 binding protein-like,71.54259279528287,1.1957983475214928,0.7946041966588384,1.5048981021615548,0.1323502763221437,0.6333210964133672,26,65,55,152,79,30
ENSMUSG00000038324,Trpc4ap,56407,"transient receptor potential cation channel, subfamily C, member 4 associated protein",1055.6932594232164,0.45922123994071656,0.30490598802600444,1.5061076462084801,0.132039542080208,0.6333210964133672,668,1425,869,1134,911,1288
ENSMUSG00000097772,5430416N02Rik,100503199,RIKEN cDNA 5430416N02 gene,504.41783189835206,0.37440888828601643,0.24876732980524802,1.5050565063311536,0.13230954977646622,0.6333210964133672,453,428,615,444,477,641
ENSMUSG00000031840,Rab3a,19339,"RAB3A, member RAS oncogene family",66.9290418885911,-1.443587337750279,0.9595865640480344,-1.504384692153752,0.13248234347878593,0.6336105124748792,153,12,177,32,11,57
ENSMUSG00000037426,Depdc5,277854,DEP domain containing 5,934.9775446263158,0.348628481528365,0.23181549698197837,1.5039049850729687,0.13260583326883132,0.6336105124748792,1115,631,1060,889,941,1024
ENSMUSG00000040725,Hnrnpul1,232989,heterogeneous nuclear ribonucleoprotein U-like 1,6325.542860894466,-0.335401068221896,0.22306367672932462,-1.503611314669069,0.1326814760815372,0.6336105124748792,8413,7407,8045,2831,6269,6336
ENSMUSG00000060550,H2-Q7,15018,"histocompatibility 2, Q region locus 7",7054.04563599687,0.19242022511590598,0.12797451485244185,1.5035823760517617,0.13268893181890787,0.6336105124748792,7305,6811,8205,6699,5695,8163
ENSMUSG00000004642,Slbp,20492,stem-loop binding protein,270.9430606325067,0.8457275523957454,0.5628110824209568,1.5026846108960947,0.1329203929721431,0.6342025693627242,230,72,373,219,196,559
ENSMUSG00000032380,Dapk2,13143,death-associated protein kinase 2,166.0967518897124,0.7973150812673503,0.5307324697416729,1.5022918828679033,0.1330217440513847,0.6342025693627242,127,117,169,186,289,88
ENSMUSG00000042492,Tbc1d10b,68449,"TBC1 domain family, member 10b",1948.736154392143,0.2148614687633143,0.14301075718410253,1.5024147343455845,0.13299003341860896,0.6342025693627242,1932,1968,2205,1676,2055,1972
ENSMUSG00000001909,Trmt1,212528,tRNA methyltransferase 1,1954.961263991558,-0.29094346796779275,0.19371844271349992,-1.5018883276802089,0.1331259515994074,0.6343674398651679,2179,2596,2479,1193,1555,2096
ENSMUSG00000063439,B9d2,232987,B9 protein domain 2,288.34016341968834,-0.6230632703374605,0.41508877463583665,-1.5010361840887718,0.13334620292415977,0.6350848169587139,354,448,373,110,304,208
ENSMUSG00000038485,Socs7,192157,suppressor of cytokine signaling 7,1033.5535176183625,0.3093542334517506,0.20616260844350978,1.5005351153990476,0.13347584444042113,0.6353471757160993,1073,990,1057,1098,1098,892
ENSMUSG00000024114,Prss41,71003,"protease, serine 41",103.6794308783237,-0.9882261133076575,0.6589678790692088,-1.4996574866494639,0.13370314834278613,0.6354561213099241,105,90,284,70,29,92
ENSMUSG00000031672,Got2,14719,"glutamatic-oxaloacetic transaminase 2, mitochondrial",3037.914039431888,-0.18478164499383398,0.1232115098540198,-1.4997109053591022,0.13368930446142563,0.6354561213099241,3808,3414,3708,2241,2646,2880
ENSMUSG00000033671,Cep350,74081,centrosomal protein 350,2734.8388601307365,0.2502959637187632,0.16703080676636772,1.4985017947549137,0.13400292667792682,0.6362171260878536,2742,2484,3261,2116,2525,3539
ENSMUSG00000037957,Wdr20,69641,WD repeat domain 20,570.4606612334707,-0.3860495988748562,0.2576200086283425,-1.4985233520110375,0.1339973301233624,0.6362171260878536,695,723,766,527,412,394
ENSMUSG00000030533,Unc45a,101869,unc-45 myosin chaperone A,454.11839374522094,0.5936919321019208,0.3963954111163864,1.4977265514499256,0.13420431048247547,0.6363028268690354,422,379,424,220,746,537
ENSMUSG00000037742,Eef1a1,13627,eukaryotic translation elongation factor 1 alpha 1,2101.795964380217,0.33050922618755885,0.2206633528925959,1.4977984420839856,0.1341856257192289,0.6363028268690354,2205,1700,2431,2340,1432,2618
ENSMUSG00000059772,Slx1b,75764,SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae),215.7777938277715,0.6133893913439347,0.40964482864502483,1.4973688142795119,0.13429731821905047,0.6363028268690354,122,205,252,267,190,251
ENSMUSG00000079339,Ifit1bl1,667373,interferon induced protein with tetratricpeptide repeats 1B like 1,868.3071430095551,0.3582185871404285,0.23923388632011444,1.4973572207956476,0.1343003332311662,0.6363028268690354,723,1034,795,870,920,856
ENSMUSG00000021068,Nin,18080,ninein,504.7173916491451,0.7905915928883482,0.5282870307654643,1.496519026300563,0.13451845358205192,0.6364835779584125,581,338,328,1104,309,262
ENSMUSG00000021595,Nsun2,28114,NOL1/NOP2/Sun domain family member 2,154.7485395818429,-0.8505294334326763,0.5684835998684389,-1.496137150886164,0.13461791842013618,0.6364835779584125,323,206,138,142,48,108
ENSMUSG00000027305,Ndufaf1,69702,NADH:ubiquinone oxidoreductase complex assembly factor 1,282.6861998014612,-0.43348158850672214,0.28962057805216107,-1.4967223372803693,0.13446552155171784,0.6364835779584125,349,336,417,198,230,227
ENSMUSG00000036840,Siah1a,20437,siah E3 ubiquitin protein ligase 1A,619.3858694504286,-0.327010107690743,0.21854799713857906,-1.4962850814111521,0.13457938108426623,0.6364835779584125,782,691,866,432,453,622
ENSMUSG00000039382,Wdr45,54636,WD repeat domain 45,318.8442336148537,0.8986068821093313,0.6012919570000267,1.4944601730458393,0.13505538411710483,0.638220749321028,177,243,338,676,84,346
ENSMUSG00000025058,Tasl,71398,TLR adaptor interacting with endolysosomal SLC15A4,55.86970260635395,1.089050267661348,0.7291780243826996,1.493531389105295,0.1352981440766675,0.638667845406853,44,35,42,82,89,31
ENSMUSG00000026955,Sapcd2,72080,suppressor APC domain containing 2,55.20925697000198,-1.1581562463002113,0.7757867961589714,-1.4928795540661486,0.13546871802229674,0.638667845406853,120,78,58,12,49,33
ENSMUSG00000032855,Pkd1,18763,"polycystin 1, transient receptor potential channel interacting",3286.1900602180444,0.23174289041685936,0.1552951147528815,1.492274182517769,0.13562728200866023,0.638667845406853,3125,3190,3941,2598,3029,4131
ENSMUSG00000033955,Tnks1bp1,228140,tankyrase 1 binding protein 1,587.3254607960715,0.38650862479441245,0.2590716228414042,1.4918987288353895,0.1357256959794311,0.638667845406853,451,515,770,617,576,614
ENSMUSG00000040282,Cdin1,399568,CDAN1 interacting nuclease 1,169.68341514755892,0.7501406478162693,0.5026138048144054,1.4924791970114417,0.13557356685058797,0.638667845406853,182,170,68,193,197,187
ENSMUSG00000078349,AW011738,100382,expressed sequence AW011738,834.4559695430281,-0.34215503739945186,0.22927511612901794,-1.4923339400116757,0.1356116234515794,0.638667845406853,1230,967,951,512,699,809
